"Time","Event Type","MAC Address","IP Address","IPv6 Addresses","AP Name","SSID","Details","IPv6 Address","Bssid","From Ap Name","Ap Serial","From Ap Serial"
"May 5, 2021 7:10:50 PM","State Change","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:10:50 PM","Registration","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i","Extreme-Corp-Legacy","Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:10:44 PM","State Change","94:9B:2C:0E:C8:30","134.141.120.42","","catho-ap22-505i","glee-test-5"," DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:10:42 PM","Registration","94:9B:2C:0E:C8:30",,"","catho-ap22-505i","glee-test-5","Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:10:40 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap22-505i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:87:F2","catho-ap24-410i","1902W-2011900000","1943Y-1587900000"
"May 5, 2021 7:10:27 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","","catho-ap23-510i","Extreme-Corp-Legacy"," DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:98:E0",,"1907W-2011500000",
"May 5, 2021 7:10:25 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap23-510i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"94:9B:2C:0E:98:E0",,"1907W-2011500000",
"May 5, 2021 7:10:25 PM","State Change","5C:A8:6A:8E:66:7A",,"","catho-ap23-510i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:98:E0",,"1907W-2011500000",
"May 5, 2021 7:10:24 PM","Registration","5C:A8:6A:8E:66:7A",,"","catho-ap23-510i","Extreme-Corp-Legacy","Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:98:E0",,"1907W-2011500000",
"May 5, 2021 7:10:16 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap23-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:98:F2",,"1907W-2011500000",
"May 5, 2021 7:10:05 PM","State Change","94:9B:2C:0E:C8:30","134.141.120.42","","catho-ap06-410i","glee-test-5"," DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:F2",,"1943Y-1588000000",
"May 5, 2021 7:10:04 PM","Registration","94:9B:2C:0E:C8:30",,"","catho-ap06-410i","glee-test-5","Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:F2",,"1943Y-1588000000",
"May 5, 2021 7:10:02 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap06-410i","Extreme-Corp-Legacy"," DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F2:E1",,"1943Y-1588000000",
"May 5, 2021 7:10:01 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap06-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F2:E1",,"1943Y-1588000000",
"May 5, 2021 7:10:01 PM","State Change","5C:A8:6A:8E:66:7A",,"","catho-ap06-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F2:E1",,"1943Y-1588000000",
"May 5, 2021 7:10:00 PM","Registration","5C:A8:6A:8E:66:7A",,"","catho-ap06-410i","Extreme-Corp-Legacy","Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F2:E1",,"1943Y-1588000000",
"May 5, 2021 7:10:00 PM","De-registration","5C:A8:6A:8E:66:7A",,"","catho-ap04-3916c","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Cause[Roaming Failed] MU attempted roaming  From Site/AP[US/catho-ap04-3916c] To Site/AP[AH-TEST/catho-ap06-410i] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:85:07:18",,"1710Y-1656500000",
"May 5, 2021 7:09:51 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap04-3916c","Extreme-Corp-Legacy"," DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","D8:84:66:85:07:18",,"1710Y-1656500000",
"May 5, 2021 7:09:50 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap04-3916c","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"D8:84:66:85:07:18",,"1710Y-1656500000",
"May 5, 2021 7:09:50 PM","State Change","5C:A8:6A:8E:66:7A",,"","catho-ap04-3916c","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:85:07:18",,"1710Y-1656500000",
"May 5, 2021 7:09:50 PM","Registration","5C:A8:6A:8E:66:7A",,"","catho-ap04-3916c","Extreme-Corp-Legacy","Radio[2] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:85:07:18",,"1710Y-1656500000",
"May 5, 2021 7:09:15 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap25-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0F:0D:52",,"1910W-2114700000",
"May 5, 2021 7:09:13 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap17-510i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0F:61:00",,"1911W-2013300000",
"May 5, 2021 7:08:47 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2",,"1943Y-1587900000",
"May 5, 2021 7:08:46 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap24-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F2:C1",,"1943Y-1587900000",
"May 5, 2021 7:08:46 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap24-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F2:C1",,"1943Y-1587900000",
"May 5, 2021 7:08:46 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap24-410i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F2:C1",,"1943Y-1587900000",
"May 5, 2021 7:08:17 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap23-510i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"94:9B:2C:0E:98:E0",,"1907W-2011500000",
"May 5, 2021 7:08:16 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap23-510i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","94:9B:2C:0E:98:E0",,"1907W-2011500000",
"May 5, 2021 7:08:16 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap23-510i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:98:E0",,"1907W-2011500000",
"May 5, 2021 7:08:12 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap23-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:98:F2",,"1907W-2011500000",
"May 5, 2021 7:08:08 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:08:08 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap22-505i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:08:08 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap22-505i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:87:E0",,"1902W-2011900000",
"May 5, 2021 7:08:01 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap03-505i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:B0:72","catho-ap24-410i","1908W-2003100000","1943Y-1587900000"
"May 5, 2021 7:07:39 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"48:9B:D5:ED:F2:D2","catho-ap22-505i","1943Y-1587900000","1902W-2011900000"
"May 5, 2021 7:07:39 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy"," DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:07:38 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:07:38 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2","catho-ap22-505i","1943Y-1587900000","1902W-2011900000"
"May 5, 2021 7:07:37 PM","State Change","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:07:37 PM","Registration","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Radio[2] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:07:33 PM","De-registration","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Cause[User session moved to availability partner] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:07:32 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:07:32 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap31-3916ic-ROW","Extreme-Corp-Legacy","Between XCC to AP/Radio[2] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"D8:84:66:81:EF:19",,"1703Y-1418000000",
"May 5, 2021 7:06:43 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap15-510i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"94:9B:2C:0F:63:A0",,"1911W-2015400000",
"May 5, 2021 7:06:43 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap15-510i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","94:9B:2C:0F:63:A0",,"1911W-2015400000",
"May 5, 2021 7:06:43 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap15-510i",,"Inside XCC from AP/Radio[1] to AP/Radio[1] Network[Extreme-Corp-Legacy] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0F:63:A0","catho-ap18-410i","1911W-2015400000","1943Y-1589400000"
"May 5, 2021 7:06:32 PM","De-registration","E4:A7:A0:48:A5:4E",,"","catho-ap27-3912i","Extreme-Corp","Network[Extreme-Corp] Cause[Idle timeout] FT[None]",,"D8:84:66:6C:0E:D0",,"1637Y-1001800000",
"May 5, 2021 7:06:32 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:06:14 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap22-505i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:87:F2",,"1902W-2011900000",
"May 5, 2021 7:06:09 PM","Roam","80:86:F2:52:1B:38",,"","catho-ap02-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Windows] DevType[Windows 8/ 8.1/ 10/ 2012] Hostname[aptest] FT[None]",,"48:9B:D5:ED:F3:32",,"1943Y-1588200000",
"May 5, 2021 7:05:57 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:05:57 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:05:56 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:05:53 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap23-510i",,"Inside XCC from AP/Radio[1] to AP/Radio[1] Network[Extreme-Corp-Legacy] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0E:98:E0","catho-ap25-510i","1907W-2011500000","1910W-2114700000"
"May 5, 2021 7:05:34 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap23-510i",,"Inside XCC from AP/Radio[2] to AP/Radio[2] Network[glee-test] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0E:98:F2","catho-ap25-510i","1907W-2011500000","1910W-2114700000"
"May 5, 2021 7:05:13 PM","De-registration","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Network[Extreme-Corp] Cause[AP send disconnect req(code:8)] DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:04:33 PM","State Change","68:9C:70:9D:64:0C","134.141.123.23","fe80::803:474e:7030:6031","catho-ap14-510i","Extreme-Corp"," DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]","[""fe80::803:474e:7030:6031""]","94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:04:33 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap25-510i","Extreme-Corp-Legacy","Between XCC to AP/Radio[1] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"94:9B:2C:0F:0D:40",,"1910W-2114700000",
"May 5, 2021 7:04:32 PM","Authentication","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Network[Extreme-Corp] AppliedRole[Extreme Corp]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:04:32 PM","State Change","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Network[Extreme-Corp] Auth[valid] DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:04:31 PM","Registration","68:9C:70:9D:64:0C",,"","catho-ap14-510i","Extreme-Corp","Radio[2] DevFamily[Apple iOS] DevType[iPhone/iPad/iPod/Watch/ATV] Hostname[QA7ipad] FT[PMKID-Not-Found]",,"94:9B:2C:0F:65:B0",,"1911W-2017000000",
"May 5, 2021 7:04:30 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap25-510i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"94:9B:2C:0F:0D:52",,"1910W-2114700000",
"May 5, 2021 7:04:11 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap24-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F2:C1",,"1943Y-1587900000",
"May 5, 2021 7:04:10 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap24-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F2:C1",,"1943Y-1587900000",
"May 5, 2021 7:04:10 PM","Roam","5C:A8:6A:8E:66:7A",,"","catho-ap24-410i",,"Inside XCC from AP/Radio[1] to AP/Radio[1] Network[Extreme-Corp-Legacy] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]",,"48:9B:D5:ED:F2:C1","catho-ap18-410i","1943Y-1587900000","1943Y-1589400000"
"May 5, 2021 7:03:53 PM","Roam","94:9B:2C:0E:C8:30",,"","catho-ap24-410i","glee-test-5","Between XCC to AP/Radio[2] DevFamily[Wireless Access Point] DevType[Extreme Wireless Access Point] Hostname[CB-AP510-2] FT[None]",,"48:9B:D5:ED:F2:D2",,"1943Y-1587900000",
"May 5, 2021 7:03:42 PM","Authentication","5C:A8:6A:8E:66:7A",,"","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] AppliedRole[Extreme Corp]",,"48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
"May 5, 2021 7:03:42 PM","State Change","5C:A8:6A:8E:66:7A","134.141.123.28","fe80::5ea8:6aff:fe8e:667a","catho-ap18-410i","Extreme-Corp-Legacy","Network[Extreme-Corp-Legacy] Auth[valid] DevFamily[Android] DevType[Android] Hostname[HUAWEIP9-4a5ae5d8880516c] FT[None]","[""fe80::5ea8:6aff:fe8e:667a""]","48:9B:D5:ED:F4:A1",,"1943Y-1589400000",
